"PIN","PARTYPE","ZVALUE","UPDATE","MAJOR","MINOR","PRES_USE","PRES_USE_D","PROP_TYPE","LOT_SQFT","PLAT_LOT","PLAT_BLOCK","PLAT_NAME","TAXPAYER","HOUSE","ADDRS_FULL","PU_CAT_DES","ADDRS_ST","PROP_NAME","PARCL_AREA","DEV_AREA","BLDG_SF","LU","LU_DETAIL","ZONING","ZONE_CAT","PUB_OR_PRI","HOUS_UNITS","YR_BUILT","SF_PR_UNIT","STS_RES_DV","BLT_FAR","MAX_RS_FAR","MAX_FAR","MAX_FAR_SF","POT_UNITS","IMP_VAL_15","LND_VAL_15","TOT_VAL_15","FAR_FACTOR","UNDER_DEV","REC_LEVEL","SCORE_1","SCORE_1DA","SCORE_1PA","SCORE_1DB","SCORE_1PB","RLTIONSHIP","SCORE_2","SCORE_2DA","SCORE_2PA","SCORE_2DB","SCORE_2PB","WILL_SELL","SCORE_3","SCORE_3DA","SCORE_3PA","SCORE_3DB","SCORE_3PB","POT_UNIT52","SCORE_D1","SCORE_D1DA","SCORE_D1DB","CST_UNIT_D","SCORE_D2","SCORE_D2DA","SCORE_D2DB","NO_BLDG","SCORE_D3","SCORE_D3DA","SCORE_D3DB","HIST_BLDG","SCORE_P1","SCORE_P1PA","SCORE_P1PB","VCNT_BLDG","SCORE_P2","SCORE_P2PA","SCORE_P2PB","CST_UNIT_P","SCORE_P3","SCORE_P3PA","SCORE_P3PB","COND_CMBND","SCORE_P4","SCORE_P4PA","SCORE_P4PB","INDEX_D_A","INDEX_D_B","INDEX_P_A","INDEX_P_B","INDEX_PM","ERROR_DO","ERROR_PM","FILTER_DO","FILTER_PO","NEW_S_1DB","NEW_S_2DB","NEW_S_3DB","NEW_S_D1DB","NEW_S_D2DB","NEW_S_D3DB","NEW_S_1PB","NEW_S_2PB","NEW_S_3PB","NEW_S_P1PB","NEW_S_P2PB","NEW_S_P3PB","NEW_S_P4PB","NEW_IDX_DB","NEW_IDX_PB"
"8170100115","PL",NA,NA,"817010","0115",101,"Retail Store","C",5584,"1","2","SYNDICATE ADD","KUO WU HSIUNG","1201","1201      S  JACKSON                   ST      98144","Retail/Service","1201  S JACKSON ST","RETAIL/WAREHOUSE",5487,5487,5500,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1979,300,"DEVELOPED",1,5.5,5.5,30178,30,282100,530400,812500,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,21,1,16.67,10.53,32308,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,116071,0.75,NA,NA,1,1,NA,NA,25,18.43,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"8170100120","PL",NA,NA,"817010","0120",101,"Retail Store","C",5614,"2","2","SYNDICATE ADD","ASIAN PACIFIC PROPERTIES L",NA,NA,"Retail/Service","1207  S JACKSON ST","DING HOW SHOPPING CENTER",5536,5536,26579,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1997,300,"DEVELOPED",4.8,5.5,5.5,30448,30,3380500,533300,3913800,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,21,1,16.67,10.53,154249,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,134959,0.75,NA,NA,NA,0,NA,NA,16.67,10.53,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,10.53,0,0,NA,NA,NA,NA,NA,NA,NA,10.53,NA
"8170100125","PL",NA,NA,"817010","0125",101,"Retail Store","C",11318,"3-4","2","SYNDICATE ADD","ASIAN PACIFIC PROPERTIES L",NA,NA,"Retail/Service","S JACKSON ST","DING HOW SHOPPING CENTER (SAME OWNERSHIP W/ACCTS #",11183,11183,0,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"DEVELOPED",0,5.5,5.5,61506,62,0,1075200,1075200,"5.5",NA,"N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,42,1,16.67,10.53,20977,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,37.5,30.28,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail Store; BLDG_SF =  0",11.85,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,30.28,NA
"8170100135","PL",NA,NA,"817010","0135",101,"Retail Store","C",5704,"5","2","SYNDICATE ADD","ASIAN PACIFIC PROPERTIES L",NA,NA,"Retail/Service","S JACKSON ST","DING HOW SHOPPING CENTER (SAME OWNERSHIP W/ACCTS #",5639,5639,0,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"DEVELOPED",0,5.5,5.5,31014,31,0,541800,541800,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,21,1,16.67,10.53,20963,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,18.43,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail Store; BLDG_SF =  0",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"8170100140","PL",NA,NA,"817010","0140",309,"Vacant(Commercial)","C",5734,"6","2","SYNDICATE ADD","BUTTNICK META R",NA,NA,"Vacant","1227  S JACKSON ST","VACANT LOT",5670,5670,0,"Parks/Open Space/Cemeteries","Park, Public(Zoo/Arbor)","DMR/C 65/65-85","DMR","CITY OF SEATTLE",0,0,300,"PUBLIC",0,5.5,5.5,31185,31,0,544700,544700,"5.5",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21,1,NA,NA,20960,0.5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  PUBLIC","LU_DETAIL =  Park, Public(Zoo/Arbor); BLDG_SF =  0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100145","PL",NA,NA,"817010","0145",101,"Retail Store","C",5764,"7","2","SYNDICATE ADD","LEONG SOO KAY MR","1231","1231      S  JACKSON                   ST      98144","Retail/Service","1231  S JACKSON ST","SALON/RETAIL/DENTAL OFC",5702,5702,4000,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1955,300,"REDEV",0.7,5.5,5.5,31361,31,1000,547500,548500,"5.5","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,21,1,16.67,10.53,20988,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,109700,0.75,NA,NA,1,1,NA,NA,37.5,30.28,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",11.85,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,30.28,NA
"8170100150","PL",NA,NA,"817010","0150",96,"Retail(Line/Strip)","C",10352,"8-9","2","SYNDICATE ADD","DANG QUOC","1237","1237      S  JACKSON                   ST      98144","Retail/Service","1237  S JACKSON ST","STRIP RETAIL STORES",10365,10365,5310,"Commercial/Mixed-Use","Retail(Line/Strip)","DMR/C 65/65-85","DMR","PRIVATE",0,1989,300,"REDEV",0.5,5.5,5.5,57008,57,1000,983400,984400,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,39,1,16.67,10.53,20721,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,140629,0.75,NA,NA,1,1,NA,NA,25,18.43,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail(Line/Strip)",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"3320000500","PL",NA,NA,"332000","0500",309,"Vacant(Commercial)","C",5904,"1-2-3","27","HILL TRACT ADD SUPL","DANG QUOC",NA,NA,"Vacant","S JACKSON ST","VACANT LOT",5815,5815,0,"Commercial/Mixed-Use","Parking(Assoc)","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"REDEV",0,5.5,5.5,31982,32,0,560800,560800,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,22,1,16.67,10.53,21042,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,18.43,NA,NA,NA,NA,NA,"","LU_DETAIL =  Parking(Assoc); BLDG_SF =  0",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"3320000510","PL",NA,NA,"332000","0510",106,"Office Building","C",12704,"3-4-5-6","27","HILL TRACT ADD SUPL","WOODMAN JOHN","1253","1253      S  JACKSON                   ST      98144","Office","1253  S JACKSON ST","WASHINGTON BURGLAR ALARM",12772,12772,3380,"Commercial/Mixed-Use","Office Building","DMR/C 65/65-85","DMR","PRIVATE",0,1998,300,"REDEV",0.3,5.5,5.5,70246,70,1000,1206800,1207800,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,48,1,16.67,10.53,20633,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,25,18.43,NA,NA,60,NA,NA,"","LU_DETAIL =  Office Building",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"3320000530","PL",NA,NA,"332000","0530",309,"Vacant(Commercial)","C",14500,"7 THRU 11","27","HILL TRACT ADD SUPL","HO INVESTMENTS",NA,NA,"Vacant","401   RAINIER AVE S","VACANT LAND",14333,14333,0,"Vacant","Vacant(Commercial)","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"VACANT",0,5.5,5.5,78832,79,0,1377500,1377500,"5.5","Y","Y",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,54,0.75,12.5,7.9,20969,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,54.17,52.65,NA,NA,60,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",15.79,0,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,52.65,NA
"5247802330","PL",NA,NA,"524780","2330",157,"Art Gallery/Museum/Soc Srvc","C",7200,"7","48","MAYNARDS D S PLAT","SEATTLE CHINATOWN-INT DIST","413","413          7TH                       AVE  S  98104","Public Facility","413   7TH AVE S","Wing Luke Museum and NWAAT",7198,7198,15670,"Commercial/Mixed-Use","Art Gallery/Museum/Soc Srvc","IDM-75-85","IDM","PRIVATE",0,1970,180,"HISTORIC",2.2,6,6,43188,43,576100,864000,1440100,"6",NA,"Y",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,30,1,NA,NA,40014,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,160011,0.5,NA,NA,0.55,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  HISTORIC","LU_DETAIL =  Art Gallery/Museum/Soc Srvc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802300","PL",NA,NA,"524780","2300",16,"Apartment(Mixed Use)","C",7200,"2-3","48","MAYNARDS D S PLAT","VISIONS 21 LLC","412","412          MAYNARD                   AVE  S  98104","Mixed Use","412   MAYNARD AVE S","Chinese Post",7199,7199,20545,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",0,2001,180,"HISTORIC",2.9,6,6,43194,43,2759200,864000,3623200,"6",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,30,1,NA,NA,100658,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,190695,0.5,7.14,6.82,1,1,14.29,13.63,NA,NA,35.72,38.63,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,0,0,18.18,0,6.82,13.63,NA,38.63
"5247801945","PL",NA,NA,"524780","1945",149,"Park, Public(Zoo/Arbor)","C",14400,"5-6","41","MAYNARDS D S PLAT","SEATTLE CITY OF DPR",NA,NA,"Park/Playground","411   MAYNARD AVE S","HING HAY PARK-EXEMPT",14403,14403,0,"Parks/Open Space/Cemeteries","Park, Public(Zoo/Arbor)","IDM-75-85","IDM","CITY OF SEATTLE",0,0,180,"PUBLIC",0,6,6,86418,86,0,1440000,1440000,"6",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,60,0.75,NA,NA,19996,1,NA,NA,NA,0,NA,NA,"HISTORIC - SCIDpda",1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  PUBLIC; HIST_BLDG =  HISTORIC - SCIDpda","LU_DETAIL =  Park, Public(Zoo/Arbor); BLDG_SF =  0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247801935","PL",NA,NA,"524780","1935",189,"Post Office/Post Service","C",13320,"3-4","41","MAYNARDS D S PLAT","SEATTLE CITY OF DPR","414","414          6TH                       AVE  S  98104","Government Service","414   6TH AVE S","US POST OFFICE",13323,13323,9720,"Parks/Open Space/Cemeteries","Park, Public(Zoo/Arbor)","IDM-75-85","IDM","CITY OF SEATTLE",0,1970,180,"PUBLIC",0.7,6,6,79938,80,360100,1332000,1692100,"6",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,56,0.75,NA,NA,25401,0.5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,130162,0.75,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  PUBLIC","LU_DETAIL =  Park, Public(Zoo/Arbor)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802325","PL",NA,NA,"524780","2325",101,"Retail Store","C",14400,"5-6","48","MAYNARDS D S PLAT","MILWAUKEE LLC","664","664       S  KING                      ST      98104","Retail/Service","664  S KING ST","MILWAUKEE HOTEL BLDG",14396,14396,66770,"Commercial/Mixed-Use","Retail Store","IDM-75-85","IDM","PRIVATE",0,1961,180,"HISTORIC",4.6,6,6,86376,86,983700,1728000,2711700,"6",NA,"N",0.75,NA,NA,NA,NA,"yes",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,60,0.75,NA,NA,37673,0.5,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,NA,NA,NA,0,NA,NA,35680,1,NA,NA,0.6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  HISTORIC","LU_DETAIL =  Retail Store",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802735","PL",NA,NA,"524780","2735",341,"Rooming House","C",7680,"3","55","MAYNARDS D S PLAT","LUN YUEN INV CO","416","416          7TH                       AVE  S  98104","Other Housing","416   7TH AVE S","REPUBLIC HOTEL & RETAIL/CHEW LUN B.A.",7680,7680,27300,"Multi-Family","Rooming House","IDM-75-85","IDM","PRIVATE",0,1965,180,"HISTORIC",3.6,6,6,46080,46,1360800,921600,2282400,"6",NA,NA,0,NA,0,NA,0,"yes",1,NA,14.29,NA,13.63,"yes",1,NA,14.29,NA,18.18,32,1,NA,NA,59438,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,76080,1,14.29,13.63,0.4,0,0,0,NA,NA,57.16,63.62,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,13.63,18.18,18.18,0,13.63,0,NA,63.62
"5247802745","PL",NA,NA,"524780","2745",183,"Restaurant/Lounge","C",15360,"5-6","55","MAYNARDS D S PLAT","714 KING LLC","714","714       S  KING                      ST      98104","Retail/Service","714  S KING ST","FOUR SEAS RESTAURANT",15358,15358,5956,"Commercial/Mixed-Use","Restaurant/Lounge","IDM-75-85","IDM","PRIVATE",0,1980,180,"REDEV",0.4,6,6,92148,92,223900,1843200,2067100,"6","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,"yes",1,16.67,NA,21.06,NA,64,0.75,12.5,7.9,26919,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,54.17,52.65,NA,NA,60,NA,NA,"","LU_DETAIL =  Restaurant/Lounge",0,15.79,21.06,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,52.65,NA
"5391600095","PL",NA,NA,"539160","0095",11,"Apartment","C",4500,"6-7","3","MC NAUGHTS ADD","LEE PO & YU L","410","410          8TH                       AVE  S  98104","Multi-Family","410   8TH AVE S","DON HEE APTS (Same ownership with account #539160-",4445,4445,15580,"Multi-Family","Apartment","IDM-75-85","IDM","PRIVATE",9,1965,180,"HISTORIC",3.5,6,6,26670,27,1122700,540000,1662700,"6",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,19,0,NA,NA,74812,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,92372,1,14.29,13.63,0.6,0.75,10.71,10.23,NA,NA,39.29,42.04,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,0,0,0,18.18,0,13.63,10.23,NA,42.04
"5247802315","PL",NA,NA,"524780","2315",16,"Apartment(Mixed Use)","C",11640,"3-4","48","MAYNARDS D S PLAT","MAR WONG PARTNERSHIP","420","420          MAYNARD                   AVE  S  98104","Mixed Use","420   MAYNARD AVE S","ATLAS HOTEL & RETAIL STORES",11637,11637,34920,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDM-75-85","IDM","PRIVATE",46,1975,180,"HISTORIC",3,6,6,69822,70,3366400,1396800,4763200,"6",NA,"N",0.75,NA,10.71,NA,10.23,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,48,1,NA,NA,81863,0,NA,NA,NA,0,NA,NA,"HISTORIC - both",1,14.29,18.18,NA,0,0,0,153652,0.5,7.14,6.82,0.6,0.75,10.71,10.23,NA,NA,57.14,59.09,NA,NA,NA,"STS_RES_DV =  HISTORIC","",NA,NA,NA,NA,NA,NA,10.23,13.63,0,18.18,0,6.82,10.23,NA,59.09
"5391600161","PL",NA,NA,"539160","0161",195,"Warehouse","C",13800,"7-8-9","4","MC NAUGHTS ADD","RICHLAND CORP","417","417          9TH                       AVE  S  98104","Terminal/Warehouse","417   9TH AVE S","WAREHOUSE",14001,14001,12048,"Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1957,300,"REDEV",0.9,5.5,5.5,77006,77,1000,1311000,1312000,"5.5",NA,"N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,21.06,NA,53,0.75,12.5,7.9,20445,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,82000,1,NA,NA,0.95,1,NA,NA,50,48.71,NA,NA,NA,"Y",NA,"","LU_DETAIL =  Warehouse",11.85,0,21.06,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,48.71,NA
"5391600210","PL",NA,NA,"539160","0210",195,"Warehouse","C",6720,"10","4","MC NAUGHTS ADD","RICHLAND CORP","423","423          10TH                      AVE  S  98104","Terminal/Warehouse","423   10TH AVE S","WAREHOUSE",6697,6697,6136,"Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1914,300,"REDEV",0.9,5.5,5.5,36834,37,1000,638400,639400,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,21.06,NA,25,1,16.67,10.53,20831,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,79925,1,NA,NA,0.95,1,NA,NA,41.67,39.49,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",0,0,21.06,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,39.49,NA
"8170100100","PL",NA,NA,"817010","0100",159,"Parking(Assoc)","C",6000,"20","1","SYNDICATE ADD","COHO REAL ESTATE",NA,NA,"Parking","S KING ST","VACANT LAND (PARKING TO ACCTS #817010-0015 & #8170",6000,6000,0,"Commercial/Mixed-Use","Parking(Assoc)","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"REDEV",0,5.5,5.5,33000,33,0,570000,570000,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,21.06,NA,22,1,16.67,10.53,20727,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,58.34,60.55,NA,NA,NA,"Y",NA,"","LU_DETAIL =  Parking(Assoc); BLDG_SF =  0",0,0,21.06,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,60.55,NA
"8170100090","PL",NA,NA,"817010","0090",195,"Warehouse","C",9000,"18-19","1","SYNDICATE ADD","POLACK VALERIE+POLACK JAMES","1024","1024      S  KING                      ST      98104","Terminal/Warehouse","1024  S KING ST","ACME POULTRY AND EGG CO",9000,9000,4344,"Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1946,300,"REDEV",0.5,5.5,5.5,49500,50,1000,855000,856000,"5.5","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,34,1,16.67,10.53,20752,0.5,8.33,7.9,NA,0.5,8.33,10.53,NA,0,NA,NA,"Y",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,50,44.75,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",0,15.79,0,10.53,7.9,10.53,NA,NA,NA,NA,NA,NA,NA,44.75,NA
"8170100085","PL",NA,NA,"817010","0085",195,"Warehouse","C",9000,"17-18","1","SYNDICATE ADD","POLACK VALERIE+POLACK JAMES","1024","1024      S  KING                      ST      98104","Terminal/Warehouse","1024  S KING ST","ACME POULTRY AND EGG CO",9000,9000,8442,"Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1946,300,"REDEV",0.9,5.5,5.5,49500,50,1000,855000,856000,"5.5","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,"yes",1,16.67,NA,21.06,NA,34,1,16.67,10.53,20752,0.5,8.33,7.9,NA,0.5,8.33,10.53,NA,0,NA,NA,"Y",0,NA,NA,77818,1,NA,NA,0.95,1,NA,NA,66.67,65.81,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",0,15.79,21.06,10.53,7.9,10.53,NA,NA,NA,NA,NA,NA,NA,65.81,NA
"8170100075","PL",NA,NA,"817010","0075",195,"Warehouse","C",12000,"15-16","1","SYNDICATE ADD","POLACK VALERIE+POLACK JAMES","1034","1034      S  KING                      ST      98104","Terminal/Warehouse","1034  S KING ST","ACME POULTRY AND EGG CO",12000,12000,8940,"Industrial","Warehouse","DMR/C 65/65-85","DMR","PRIVATE",0,1954,300,"REDEV",0.7,5.5,5.5,66000,66,1000,1140000,1141000,"5.5","Y",NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,45,1,16.67,10.53,20745,0.5,8.33,7.9,NA,0.5,8.33,10.53,NA,0,NA,NA,"Y",0,NA,NA,95083,1,NA,NA,NA,0,NA,NA,50,44.75,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",0,15.79,0,10.53,7.9,10.53,NA,NA,NA,NA,NA,NA,NA,44.75,NA
"8170100070","PL",NA,NA,"817010","0070",309,"Vacant(Commercial)","C",6000,"14","1","SYNDICATE ADD","CHONG MAN+KIM P CHAN",NA,NA,"Vacant","S KING ST","VACANT LOT",6000,6000,0,"Vacant","Vacant(Commercial)","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"VACANT",0,5.5,5.5,33000,33,0,570000,570000,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,22,1,16.67,10.53,20727,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,41.67,39.49,NA,NA,60,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,0,0,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,39.49,NA
"8170100060","PL",NA,NA,"817010","0060",180,"Parking(Commercial Lot)","C",9600,"12-13","1","SYNDICATE ADD","SHUE LOW T & WOO N GNOOY",NA,NA,"Parking","12TH AVE S","COMMERCIAL PARKING LOT - UNPAVED",9599,9599,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","DMR/C 65/65-85","DMR","PRIVATE",0,0,300,"REDEV",0,5.5,5.5,52794,53,0,912000,912000,"5.5","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,36,1,16.67,10.53,20730,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,41.67,39.49,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",0,0,0,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,39.49,NA
"8170100195","PL",NA,NA,"817010","0195",101,"Retail Store","C",12000,"17-18","2","SYNDICATE ADD","LAM AN TIN","412","412          12TH                      AVE  S  98144","Retail/Service","412   12TH AVE S","HOW HOW SHOPPING CENTER",12035,12035,17346,"Commercial/Mixed-Use","Retail Store","DMR/C 65/65-85","DMR","PRIVATE",0,1997,300,"DEVELOPED",1.4,5.5,5.5,66192,66,2071000,1140000,3211000,"5.5",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,45,1,16.67,10.53,58212,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,139609,0.75,NA,NA,0.95,1,NA,NA,16.67,10.53,NA,NA,NA,NA,NA,"","LU_DETAIL =  Retail Store",0,0,0,10.53,0,0,NA,NA,NA,NA,NA,NA,NA,10.53,NA
"8170100185","PL",NA,NA,"817010","0185",166,"Club","C",12000,"15-16","2","SYNDICATE ADD","NISEI VETERANS COMMITTEE","1212","1212      S  KING                      ST      98144","Recreation/Entertainment","1212  S KING ST","NVC MEMORIAL HALL",12000,12000,7203,"Major Institution And Public Facilities/Utilities","Club","DMR/C 65/65-85","DMR","PRIVATE",0,2000,300,"REDEV",0.6,5.5,5.5,66000,66,406800,1140000,1546800,"5.5",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,45,1,16.67,10.53,28124,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,171867,0.5,NA,NA,1,1,NA,NA,41.67,34.22,NA,NA,NA,NA,NA,"","LU_DETAIL =  Club",0,15.79,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,34.22,NA
